CODIGO;NOME;DTINICIO;DTFIM;DESCRICAO;INCIDENCIAEXCLUSIVAEMPREGADO
9293;Honorários advocatícios;1012014;;Valor descontado do trabalhador por determinação judicial a ser pago ao advogado/escritório de advocacia;
9294;Redutor EC 41/03;1012014;;Valor descontado da remuneração do instituidor da pensão (Emenda Constitucional 41/2003);
9299;Outros descontos;1012014;;Outros descontos não previstos nos demais itens;
9901;Base de cálculo da contribuição previdenciária;1012014;;Valor total da base de cálculo da contribuição previdenciária;
9902;Total da base de cálculo do FGTS;1012014;;Valor total da base de cálculo do FGTS;
9903;Total da base de cálculo do IRRF;1012014;;Valor total da base de cálculo do Imposto de Renda Retido na Fonte;
9904;Total da base de cálculo do FGTS rescisório;1012014;;Valor total da base de cálculo do FGTS rescisório;
9905;Serviço militar;1012014;;Valor não relativo a vencimento ou desconto, relativo à remuneração a que teria direito, se em atividade, o trabalhador afastado do trabalho para prestação do serviço militar obrigatório;
9906;Remuneração no exterior;1012014;;Remuneração recebida no exterior por trabalhador expatriado sobre a qual incida contribuição previdenciária e/ou IRRF e/ou FGTS;
9907;Total da contribuição da previdenciária patronal - RPPS;1012014;;Valor total da contribuição previdenciária patronal para o RPPS (normal, suplementar e aportes);
9908;FGTS - Depósito;1012014;;Valor do depósito do FGTS;
9910;Seguros;1012014;;Valor relativo a prêmio de seguro de vida em grupo pago a empresa de seguros como benefício do trabalhador;
9911;Assistência Médica;1012014;;Valor não relativo a vencimento ou desconto, relativo à assistência prestada por serviço médico ou odontológico, próprio da empresa ou por ela conveniado, como benefício ao trabalhador;
9912;Desconto de assistência médica ou odontológica - Plano diferente de coletivo empresarial;1012014;;Desconto referente aos custos de assistência médica ou odontológica, quando não se tratar de plano de saúde coletivo empresarial (código [9219]);
9930;Salário-maternidade pago pela Previdência Social;1012014;;Valor correspondente à remuneração mensal do(a) trabalhador(a) durante a licença maternidade, quando paga pela Previdência Social (RGPS ou pela Unidade Gestora do RPPS);S
9931;Salário-maternidade pago pela Previdência Social - 13° salário;1012014;;Valor correspondente ao 13° salário do(a) trabalhador(a) durante a licença maternidade, quando pago pela Previdência Social (RGPS ou pela Unidade Gestora do RPPS);S
9932;Auxílio-doença acidentário;1012014;;Valor relativo a base de cálculo do FGTS referente a afastamento decorrente de acidente de trabalho;
9933;Auxílio-doença;1012014;;Valor de benefício previdenciário pago por Regime Próprio de Previdência Social ou valor de auxílio-doença dedutível conforme Lei 13.982/2020 (Covid-19);
9938;Isenção IRRF - 65 anos;1012014;;Valor da parcela isenta dos rendimentos de aposentadoria e pensão, transferência para a reserva remunerada ou reforma, pagos por órgão público de previdência oficial ou por entidade de previdência complementar, no caso de contribuinte com idade igual ou superior a 65 anos;
9939;Outros valores tributáveis;1012014;;Valor não relativo a vencimento ou desconto mas considerado como base de cálculo do FGTS, e/ou da contribuição previdenciária e/ou do Imposto de Renda Retido na Fonte inclusive suas deduções e isenções;
9950;Horas extraordinárias - Banco de horas;1012014;31102019;Quantidade (em número decimal com dois dígitos) de horas extraordinárias incorporadas ao banco de horas;
9951;Horas compensadas - Banco de horas;1012014;31102019;Quantidade (em número decimal com dois dígitos) de horas compensadas no banco de horas;
9989;Outros valores informativos;1012014;;Outros valores informativos, que não sejam vencimentos nem descontos;
